ticker,secShortName,outstanding,totals
300094,国联水产,7.46,7.84
300095,华伍股份,2.4,3.79
300096,易联众,3.77,4.3
300097,智云股份,1.75,2.89
300098,高新兴,8.86,17.69
300099,精准信息,3.85,6.69
300100,双林股份,3.86,4.66
300101,振芯科技,5.5,5.56
300102,乾照光电,7.05,7.16
300103,达刚路机,2.51,3.18
300104,乐视网,30.73,39.89
300105,龙源技术,5.13,5.13
300106,西部牧业,2.1,2.11
300107,建新股份,3.3,5.47
300108,吉药控股,4.45,6.66
300109,新开源,1.11,2.21
300110,华仁药业,11.78,11.82
300111,向日葵,11.17,11.2
300112,万讯自控,1.64,2.86
300113,顺网科技,4.69,6.94
300114,中航电测,5.91,5.91
300115,长盈精密,9.06,9.1
300116,坚瑞沃能,12.94,24.33
300117,嘉寓股份,7.14,7.17
300118,东方日升,6.92,9.04
300119,瑞普生物,2.05,4.04
300120,经纬辉开,2.13,3.9
300121,阳谷华泰,3.57,3.75
300122,智飞生物,8.69,16.0
300123,亚光科技,2.77,5.6
300124,汇川技术,13.43,16.64
300125,易世达,1.73,1.77
300126,锐奇股份,2.11,3.04
300127,银河磁体,2.27,3.23
300128,锦富技术,10.66,10.94
300129,泰胜风能,4.91,7.19
300130,新国都,2.9,4.78
300131,英唐智控,6.28,10.7
300132,青松股份,3.7,3.86
300133,华策影视,12.07,17.74
300134,大富科技,7.12,7.67
300135,宝利国际,9.22,9.22
300136,信维通信,8.1,9.83
300137,先河环保,4.74,5.51
300138,晨光生物,3.74,5.14
300139,晓程科技,2.12,2.74
300140,中环装备,2.45,3.45
300141,和顺电气,1.63,2.55
300142,沃森生物,13.77,15.37
300143,星普医科,2.63,5.47
300144,宋城演艺,11.83,14.53
300145,中金环境,11.86,19.23
300146,汤臣倍健,8.79,14.69
300147,香雪制药,6.6,6.61
300148,天舟文化,8.01,8.45
300149,量子生物,4.05,5.0
300150,世纪瑞尔,4.5,5.85
300151,昌红科技,2.86,5.03
300152,科融环境,7.13,7.13
300153,科泰电源,3.2,3.2
300154,瑞凌股份,3.14,4.55
300155,安居宝,2.77,5.43
300156,神雾环保,7.22,10.1
300157,恒泰艾普,6.14,7.13
300158,振东制药,8.51,10.39
300159,新研股份,9.68,14.9
300160,秀强股份,5.92,5.98
300161,华中数控,1.65,1.73
300162,雷曼股份,2.19,3.5
300163,先锋新材,3.3,4.74
300164,通源石油,3.17,4.51
300165,天瑞仪器,3.15,4.62
300166,东方国信,8.11,10.49
300167,迪威迅,3.0,3.0
300168,万达信息,10.91,10.99
300169,天晟新材,2.58,3.26
300170,汉得信息,6.71,8.73
300171,东富龙,3.34,6.28
300172,中电环保,3.46,5.22
300173,智慧松德,3.87,5.86
300174,元力股份,2.21,2.45
300175,朗源股份,4.62,4.71
300176,鸿特科技,1.97,2.04
300177,中海达,3.14,4.47
300178,腾邦国际,5.82,6.17
300179,四方达,3.26,5.0
300180,华峰超纤,6.84,11.36
300181,佐力药业,4.67,6.09
300182,捷成股份,17.95,25.75
300183,东软载波,2.64,4.7
300184,力源信息,3.1,6.59
300185,通裕重工,27.41,32.68
300187,永清环保,5.96,6.48
300188,美亚柏科,4.91,7.95
300189,神农基因,8.83,10.24
300190,维尔利,7.35,8.14
300191,潜能恒信,2.07,3.2
300192,科斯伍德,1.72,2.43
300193,佳士科技,4.58,5.07
300194,福安药业,5.98,11.9
300195,长荣股份,3.03,4.33
300196,长海股份,2.61,4.24
300197,铁汉生态,14.47,22.79
300198,纳川股份,7.49,10.32
300199,翰宇药业,5.46,9.35
300200,高盟新材,2.03,2.61
300201,海伦哲,8.9,10.41
300202,聚龙股份,4.07,5.5
300203,聚光科技,4.52,4.53
300204,舒泰神,4.67,4.77
300205,天喻信息,4.26,4.3
300206,理邦仪器,3.44,5.85
300207,欣旺达,11.31,15.49
300208,恒顺众昇,6.07,7.66
300209,天泽信息,2.64,2.91
300210,森远股份,3.52,4.84
300211,亿通科技,1.86,3.03
300212,易华录,3.66,4.51
300213,佳讯飞鸿,3.86,5.95
300214,日科化学,3.09,4.26
300215,电科院,6.08,7.58
300216,千山药机,2.82,3.61
300217,东方电热,8.86,12.73
300218,安利股份,2.16,2.17
300219,鸿利智汇,5.44,7.13
300220,金运激光,1.25,1.26
300221,银禧科技,4.23,5.05
300222,科大智能,3.42,7.3
300223,北京君正,1.2,2.01
300224,正海磁材,7.36,8.2
300225,金力泰,4.69,4.7
300226,上海钢联,1.52,1.59
300227,光韵达,1.52,2.22
300228,富瑞特装,4.06,4.75
300229,拓尔思,4.66,4.69
300230,永利股份,5.4,8.16
300231,银信科技,3.38,4.42
300232,洲明科技,4.52,7.61
300233,金城医药,3.55,3.93
300234,开尔新材,1.52,2.9
300235,方直科技,1.06,1.68
300236,上海新阳,1.9,1.94
300237,美晨生态,11.67,14.53
300238,冠昊生物,2.46,2.65
300239,东宝生物,4.45,4.64
300240,飞力达,3.65,3.66
300241,瑞丰光电,3.82,5.53
300242,佳云科技,5.08,6.35
300243,瑞丰高材,1.68,2.11
300244,迪安诊断,3.57,5.51
300245,天玑科技,2.17,3.13
300246,宝莱特,1.08,1.46
300247,乐金健康,5.7,8.05
300248,新开普,3.08,4.81
300249,依米康,3.04,4.47
300250,初灵信息,1.39,2.3
300251,光线传媒,27.52,29.34
300252,金信诺,3.91,5.78
300253,卫宁健康,11.91,16.16
300254,仟源医药,1.62,2.08
300255,常山药业,6.46,9.35
300256,星星科技,7.75,9.67
300257,开山股份,8.18,8.58
300258,精锻科技,3.76,4.05
300259,新天科技,7.24,11.76
300260,新莱应材,1.36,2.02
300261,雅本化学,7.61,9.63
300262,巴安水务,4.17,6.7
300263,隆华节能,5.56,9.11
300264,佳创视讯,3.19,4.13
300265,通光线缆,3.37,3.38
300266,兴源环境,14.53,15.64
300267,尔康制药,11.85,20.63
300268,佳沃股份,0.98,1.34
300269,联建光电,3.75,6.13
300270,中威电子,1.51,3.03
300271,华宇软件,5.12,7.56
300272,开能健康,2.67,4.78
300273,和佳股份,5.62,7.88
300274,阳光电源,10.66,14.52
300275,梅安森,1.18,1.64
300276,三丰智能,2.0,5.48
300277,海联讯,3.34,3.35
300278,华昌达,2.68,5.98
300279,和晶科技,3.13,4.49
300280,紫天科技,1.28,1.46
300281,金明精机,2.21,4.19
300282,三盛教育,2.23,2.5
300283,温州宏丰,2.13,4.14
300284,苏交科,5.14,8.1
300285,国瓷材料,4.07,6.42
300286,安科瑞,1.64,2.17
300287,飞利信,11.19,14.35
300288,朗玛信息,2.03,3.38
300289,利德曼,3.28,4.24
300290,荣科科技,3.21,3.39
300291,华录百纳,6.0,8.12
300292,吴通控股,10.3,12.75
300293,蓝英装备,2.7,2.7
300294,博雅生物,3.26,4.33
300295,三六五网,1.78,1.93
300296,利亚德,15.59,25.43
300297,蓝盾股份,7.56,11.75
300298,三诺生物,3.71,5.65
300299,富春股份,5.84,7.41
300300,汉鼎宇佑,5.59,6.84
300301,长方集团,5.5,7.9
300302,同有科技,2.45,4.21
300303,聚飞光电,10.22,12.5
300304,云意电气,8.44,8.72
300305,裕兴股份,2.3,2.89
300306,远方信息,1.47,2.87
300307,慈星股份,7.93,8.02
300308,中际旭创,2.16,4.76
300309,吉艾科技,4.15,4.84
300310,宜通世纪,6.28,8.94
300311,任子行,3.54,6.8
300312,邦讯技术,1.84,3.2
300313,天山生物,1.82,3.13
300314,戴维医疗,1.89,2.88
300315,掌趣科技,25.9,27.57
300316,晶盛机电,11.98,12.84
300317,珈伟股份,3.43,8.4
300318,博晖创新,7.27,8.19
300319,麦捷科技,6.39,6.94
300320,海达股份,4.53,6.01
300321,同大股份,0.83,0.89
300322,硕贝德,3.68,4.07
300323,华灿光电,7.06,10.81
300324,旋极信息,10.02,17.49
300325,德威新材,7.95,10.06
300326,凯利泰,6.44,7.18
300327,中颖电子,2.29,2.31
300328,宜安科技,4.1,4.6
300329,海伦钢琴,2.51,2.51
300330,华虹计通,1.68,1.68
300331,苏大维格,1.32,2.26
300332,天壕环境,7.1,8.8
300333,兆日科技,3.31,3.36
300334,津膜科技,2.75,3.04
300335,迪森股份,2.64,3.63
300336,新文化,6.88,8.06
300337,银邦股份,7.01,8.22
300338,开元股份,1.88,3.45
300339,润和软件,5.16,7.96
300340,科恒股份,1.53,2.12
300341,麦迪电气,5.1,5.1
300342,天银机电,3.96,4.32
300343,联创互联,4.0,5.9
300344,太空智造,2.05,3.54
300345,红宇新材,3.27,4.41
300346,南大光电,2.37,2.73
300347,泰格医药,3.3,5.0
300348,长亮科技,1.87,3.22
300349,金卡智能,3.36,4.29
300350,华鹏飞,2.51,5.31
300351,永贵电器,2.39,3.85
300352,北信源,10.79,14.5
300353,东土科技,3.51,5.17
300354,东华测试,0.75,1.38
300355,蒙草生态,11.81,16.04
300356,光一科技,3.69,4.15
300357,我武生物,2.54,2.91
300358,楚天科技,1.8,4.74
300359,全通教育,4.17,6.34
300360,炬华科技,2.73,4.1
300362,天翔环境,2.28,4.37
300363,博腾股份,3.07,5.44
300364,中文在线,5.36,7.76
300365,恒华科技,2.19,4.02
300366,创意信息,2.77,5.26
300367,东方网力,5.57,8.55
300368,汇金股份,2.62,5.38
300369,绿盟科技,5.99,8.01
300370,安控科技,6.69,9.58
300371,汇中股份,0.55,1.2
300373,扬杰科技,2.33,4.72
300374,恒通科技,1.65,2.46
300375,鹏翎股份,2.39,3.6
300376,易事特,23.08,23.3
300377,赢时胜,5.15,7.42
300378,鼎捷软件,2.61,2.65
300379,东方通,1.92,2.77
300380,安硕信息,0.71,1.37
300381,溢多利,3.46,4.07
300382,斯莱克,3.81,5.64
300383,光环新网,13.88,14.46
300384,三联虹普,0.88,1.67
300385,雪浪环境,0.58,1.3
300386,飞天诚信,2.15,4.18
300387,富邦股份,2.89,2.91
300388,国祯环保,5.34,5.5
300389,艾比森,1.64,3.2
300390,天华超净,1.69,3.45
300391,康跃科技,0.78,2.34
300392,腾信股份,2.59,3.84
300393,中来股份,1.21,2.41
300394,天孚通信,1.64,1.98
300395,菲利华,2.68,2.99
300396,迪瑞医疗,2.47,2.76
300397,天和防务,1.55,2.4
300398,飞凯材料,3.64,4.27
300399,京天利,1.34,1.98
300400,劲拓股份,1.56,2.43
300401,花园生物,4.3,4.79
300402,宝色股份,0.86,2.02
300403,地尔汉宇,3.81,6.03
300404,博济医药,0.85,1.34
300405,科隆股份,1.33,1.52
300406,九强生物,3.3,5.02
300407,凯发电气,1.66,2.76
300408,三环集团,16.37,17.41
300409,道氏技术,2.43,3.87
300410,正业科技,1.84,1.96
300411,金盾股份,1.31,4.74
300412,迦南科技,2.21,2.6
300413,芒果超媒,2.06,9.9
300414,中光防雷,1.57,1.71
300415,伊之密,2.94,4.32
300416,苏试试验,0.77,1.36
300417,南华仪器,0.29,0.82
300418,昆仑万维,6.17,11.52
300419,浩丰科技,2.37,3.68
300420,五洋停车,3.54,7.16
300421,力星股份,1.21,1.34
300422,博世科,2.64,3.56
300423,鲁亿通,1.09,2.91
300424,航新科技,1.58,2.4
300425,环能科技,5.84,6.77
300426,唐德影视,2.07,4.0
300427,红相股份,2.39,3.53
300428,四通新材,1.38,2.91
300429,强力新材,1.41,2.71
300430,诚益通,1.55,2.72
300431,暴风集团,2.5,3.3
300432,富临精工,3.84,4.97
300433,蓝思科技,6.7,39.44
300434,金石东方,1.12,2.23
300435,中泰股份,1.02,2.49
300436,广生堂,1.12,1.41
300437,清水源,1.33,2.18
300438,鹏辉能源,2.13,2.81
300439,美康生物,2.01,3.47
300440,运达科技,4.46,4.52
300441,鲍斯股份,2.48,6.62
300442,普丽盛,0.72,1.0
300443,金雷风电,1.59,2.38
300444,双杰电气,2.98,5.86
300445,康斯特,0.88,1.66
300446,乐凯新材,1.18,1.23
300447,全信股份,1.6,3.13
300448,浩云科技,2.42,4.09
300449,汉邦高科,1.08,1.69
300450,先导智能,4.57,8.82
300451,创业软件,3.33,4.86
300452,山河药辅,1.08,1.39
300453,三鑫医疗,0.92,1.59
300454,深信服,0.4,4.0
300455,康拓红外,5.0,5.1
300456,耐威科技,1.42,2.83
300457,赢合科技,1.88,3.76
300458,全志科技,2.34,3.31
300459,金科文化,7.66,19.71
300460,惠伦晶体,1.68,1.68
300461,田中精机,0.93,1.25
300462,华铭智能,0.77,1.38
300463,迈克生物,3.67,5.58
300464,星徽精密,0.92,2.08
300465,高伟达,4.27,4.47
300466,赛摩电气,2.94,5.53
300467,迅游科技,1.16,2.27
300468,四方精创,1.85,1.95
300469,信息发展,0.97,1.22
300470,日机密封,0.95,1.07
300471,厚普股份,2.73,3.65
300472,新元科技,0.72,1.33
300473,德尔股份,1.0,1.05
300474,景嘉微,0.68,2.71
300475,聚隆科技,2.0,2.0
300476,胜宏科技,7.59,7.7
300477,合纵科技,2.85,5.82
300478,杭州高新,1.27,1.27
300479,神思电子,1.6,1.65
300480,光力科技,1.12,1.92
300481,濮阳惠成,2.4,2.57
300482,万孚生物,2.22,3.43
300483,沃施股份,0.61,0.61
300484,蓝海华腾,0.94,2.08
300485,赛升药业,2.47,4.8
300486,东杰智能,1.34,1.63
300487,蓝晓科技,1.08,2.02
300488,恒锋工具,0.3,1.05
300489,中飞股份,0.72,0.91
300490,华自科技,0.91,2.29
300491,通合科技,0.51,1.45
300492,山鼎设计,0.24,0.83
300493,润欣科技,1.55,3.18
300494,盛天网络,0.93,2.4
300495,美尚生态,2.44,6.01
300496,中科创达,2.29,4.04
300497,富祥股份,1.23,2.25
300498,温氏股份,35.73,53.14
300499,高澜股份,0.68,1.2
300500,启迪设计,0.43,1.34
300501,海顺新材,0.36,1.01
300502,新易盛,1.27,2.38
300503,昊志机电,1.03,2.54
300504,天邑股份,0.67,2.67
300505,川金诺,0.38,0.93
300506,名家汇,1.34,3.45
300507,苏奥传感,0.57,1.22
300508,维宏股份,0.24,0.91
300509,新美星,0.5,1.52
300510,金冠股份,0.78,2.91
300511,雪榕生物,2.34,4.34
300512,中亚股份,0.78,2.7
300513,恒泰实达,0.62,1.7
300514,友讯达,0.9,2.0
300515,三德科技,0.91,2.0
300516,久之洋,0.47,1.2
300517,海波重科,0.41,1.07
300518,盛讯达,0.47,0.93
300519,新光药业,0.99,1.6
300520,科大国创,1.13,2.02
300521,爱司凯,0.95,1.44
300522,世名科技,0.51,1.21
300523,辰安科技,1.03,1.44
300525,博思软件,0.78,1.3
300526,中潜股份,0.6,1.71
300527,中国应急,2.58,8.75
300528,幸福蓝海,1.66,3.73
300529,健帆生物,1.07,4.18
300530,达志科技,0.21,0.7
300531,优博讯,1.22,2.8
300532,今天国际,1.2,2.77
300533,冰川网络,0.41,1.01
300534,陇神戎发,2.03,3.03
300535,达威股份,0.53,1.04
300536,农尚环境,0.61,1.68
300537,广信材料,0.74,1.93
300538,同益股份,0.24,0.84
300539,横河模具,0.61,2.09
300540,深冷股份,0.64,1.24
300541,先进数通,0.76,1.81
300542,新晨科技,0.56,1.55
300543,朗科智能,0.43,1.2
300545,联得装备,0.46,1.44
300546,雄帝科技,0.64,1.35
300547,川环科技,0.62,1.23
300548,博创科技,0.34,0.83
300549,优德精密,0.61,1.33
300550,和仁科技,0.29,0.83
300551,古鳌科技,0.65,1.1
300552,万集科技,0.4,1.08
300553,集智股份,0.17,0.48
300554,三超新材,0.47,0.94
300555,路通视信,0.93,2.0
300556,丝路视觉,0.62,1.15
300557,理工光科,0.34,0.56
300558,贝达药业,1.7,4.01
300559,佳发教育,0.76,1.4
300560,中富通,0.62,1.58
300561,汇金科技,0.67,1.71
300562,乐心医疗,0.84,1.89
300563,神宇股份,0.32,0.8
300565,科信技术,0.72,2.08
300566,激智科技,0.95,1.62
300567,精测电子,0.84,1.64
300568,星源材质,1.29,1.92
300569,天能重工,0.85,1.5
300570,太辰光,0.95,2.3
300571,平治信息,0.69,1.2
300572,安车检测,0.56,1.21
300573,兴齐眼药,0.52,0.8
300575,中旗股份,0.34,0.73
300576,容大感光,0.4,1.2
300577,开润股份,0.64,2.18
300578,会畅通讯,0.6,1.32
300579,数字认证,0.44,1.2
300580,贝斯特,0.66,2.0
300581,晨曦航空,0.6,1.72
300582,英飞特,1.19,2.01
300583,赛托生物,0.34,1.08
300584,海辰药业,0.47,1.2
300585,奥联电子,0.84,1.62
300586,美联新材,0.61,2.4
300587,天铁股份,0.42,1.06
300588,熙菱信息,0.75,1.6
300589,江龙船艇,0.6,2.03
300590,移为通信,0.97,1.6
300591,万里马,1.14,3.12
300592,华凯创意,0.85,1.22
300593,新雷能,0.67,1.16
300595,欧普康视,1.37,2.24
300596,利安隆,1.22,1.8
300597,吉大通信,0.73,2.4
300598,诚迈科技,0.48,0.8
300599,雄塑科技,0.91,3.04
300600,瑞特股份,0.66,1.6
300601,康泰生物,2.4,6.34
300602,飞荣达,0.62,2.04
300603,立昂技术,0.48,1.03
300604,长川科技,0.66,1.48
300605,恒锋信息,0.48,1.1
300606,金太阳,0.33,0.89
300607,拓斯达,0.57,1.3
300608,思特奇,0.69,1.06
300609,汇纳科技,0.53,1.01
300610,晨化股份,0.5,1.51
300611,美力科技,0.73,1.79
300612,宣亚国际,0.45,1.62
300613,富瀚微,0.13,0.45
300615,欣天科技,0.39,1.47
300616,尚品宅配,0.67,1.99
300617,安靠智电,0.37,1.0
300618,寒锐钴业,1.14,1.92
300619,金银河,0.33,0.75
300620,光库科技,0.22,0.88
300621,维业股份,0.64,2.08
300622,博士眼镜,0.38,0.87
300623,捷捷微电,0.7,1.8
300624,万兴科技,0.2,0.8
300625,三雄极光,0.92,2.8
300626,华瑞股份,0.94,1.8
300627,华测导航,1.01,2.47
300628,亿联网络,0.75,2.99
300629,新劲刚,0.43,1.0
300630,普利制药,0.99,1.83
300631,久吾高科,0.69,1.03
300632,光莆股份,0.48,1.51
300633,开立医疗,1.22,4.0
300634,彩讯股份,0.4,4.0
300635,达安股份,0.45,1.36
300636,同和药业,0.42,0.81
300637,扬帆新材,0.64,1.24
300638,广和通,0.4,1.2
300639,凯普生物,0.91,1.82
300640,德艺文创,0.52,1.44
300641,正丹股份,2.23,4.9
300642,透景生命,0.53,0.91
300643,万通智控,0.72,2.0
300644,南京聚隆,0.16,0.64
300645,正元智慧,0.45,0.67
300647,超频三,0.76,2.21
300648,星云股份,0.54,1.35
300649,杭州园林,0.32,1.28
300650,太龙照明,0.4,1.07
300651,金陵体育,0.25,0.76
300652,雷迪克,0.3,0.88
300653,正海生物,0.43,0.8
300654,世纪天鸿,0.35,1.4
300655,晶瑞股份,0.84,1.51
300656,民德电子,0.45,0.9
300657,弘信电子,0.62,1.04
300658,延江股份,0.42,1.5
300659,中孚信息,0.87,1.32
300660,江苏雷利,0.45,1.83
300661,圣邦股份,0.42,0.79
300662,科锐国际,0.91,1.8
300663,科蓝软件,1.23,2.01
300664,鹏鹞环保,0.8,4.8
300665,飞鹿股份,0.72,1.22
300666,江丰电子,0.89,2.19
300667,必创科技,0.69,1.02
300668,杰恩设计,0.39,1.05
300669,沪宁股份,0.26,0.84
300670,大烨智能,0.49,1.94
300671,富满电子,0.79,1.42
300672,国科微,0.56,1.12
300673,佩蒂股份,0.35,1.2
300675,建科院,0.81,1.47
300676,华大基因,2.47,4.0
300677,英科医疗,1.01,1.96
300678,中科信息,0.83,1.8
300679,电连技术,1.01,2.16
300680,隆盛科技,0.34,0.74
300681,英搏尔,0.19,0.76
300682,朗新科技,1.62,4.17
300683,海特生物,0.48,1.03
300684,中石科技,0.22,0.87
300685,艾德生物,0.91,1.44
300686,智动力,0.88,2.07
300687,赛意信息,0.62,1.44
300688,创业黑马,0.37,0.68
300689,澄天伟业,0.19,0.68
300690,双一科技,0.53,1.11
300691,联合光电,0.55,1.4
300692,中环环保,0.97,1.6
300693,盛弘股份,0.57,1.37
300695,兆丰股份,0.17,0.67
300696,爱乐达,0.49,1.17
300697,电工合金,0.52,2.08
300698,万马科技,0.45,1.34
300699,光威复材,2.08,3.68
300700,岱勒新材,0.21,0.82
300701,森霸传感,0.2,0.8
300702,天宇股份,0.45,1.82
300703,创源文化,0.3,1.2
300705,九典制药,0.59,2.35
300706,阿石创,0.35,1.41
300707,威唐工业,0.39,1.57
300708,聚灿光电,0.64,2.57
300709,精研科技,0.22,0.88
300710,万隆光电,0.18,0.69
300711,广哈通信,0.36,1.44
300712,永福股份,0.35,1.4
300713,英可瑞,0.19,0.96
300715,凯伦股份,0.32,1.3
300716,国立科技,0.4,1.6
300717,华信新材,0.26,1.02
300718,长盛轴承,0.5,1.98
300719,安达维尔,0.63,2.53
300720,海川智能,0.18,0.72
300721,怡达股份,0.2,0.81
300722,新余国科,0.2,0.8
300723,一品红,0.4,1.61
300724,捷佳伟创,0.8,3.2
300725,药石科技,0.28,1.1
300726,宏达电子,0.4,4.0
300727,润禾材料,0.32,1.27
300729,乐歌股份,0.21,0.87
300730,科创信息,0.4,1.58
300731,科创新源,0.22,0.87
300732,设研院,0.32,1.3
300733,西菱动力,0.4,1.6
300735,光弘科技,0.89,3.55
300736,百华悦邦,0.2,0.82
300737,科顺股份,1.46,6.11
300738,奥飞数据,0.16,0.65
300739,明阳电路,0.46,1.85
300740,御家汇,0.68,2.72
300741,华宝股份,0.62,6.16
300742,越博动力,0.2,0.78
300743,天地数码,0.17,0.65
300745,欣锐科技,0.29,1.15
300746,汉嘉设计,0.53,2.1
300747,锐科激光,0.32,1.28
300748,金力永磁,0.0,0.0
300749,顶固集创,0.0,0.0
300750,宁德时代,2.17,21.72
600000,浦发银行,281.04,293.52
600004,白云机场,20.69,20.69
600006,东风汽车,20.0,20.0
600007,中国国贸,10.07,10.07
600008,首创股份,48.21,48.21
600009,上海机场,10.93,19.27
600010,包钢股份,316.77,455.85
600011,华能国际,105.0,152.0
600012,皖通高速,11.66,16.59
600015,华夏银行,128.23,128.23
600016,民生银行,354.62,437.82
600017,日照港,30.76,30.76
600018,上港集团,231.74,231.74
600019,宝钢股份,221.01,222.68
600020,中原高速,22.47,22.47
600021,上海电力,8.56,26.17
600022,山东钢铁,109.47,109.47
600023,浙能电力,136.01,136.01
600025,华能水电,18.0,180.0
600026,中远海能,27.36,40.32
600027,华电国际,67.85,98.63
600028,中国石化,955.58,1210.71
600029,南方航空,70.23,100.88
600030,中信证券,98.15,121.17
600031,三一重工,77.42,77.8
600033,福建高速,27.44,27.44
600035,楚天高速,14.91,17.28
600036,招商银行,206.29,252.2
600037,歌华有线,11.68,13.92
600038,中直股份,5.89,5.89
600039,四川路桥,30.2,36.11
600048,保利地产,117.36,118.58
600050,中国联通,211.97,310.28
600051,宁波联合,3.11,3.11
600052,浙江广厦,8.72,8.72
600053,九鼎投资,4.34,4.34
600054,黄山旅游,5.13,7.47
600055,万东医疗,4.85,5.41
600056,中国医药,10.12,10.68
600057,厦门象屿,21.38,21.57
600058,五矿发展,10.72,10.72
600059,古越龙山,8.09,8.09
600060,海信电器,13.08,13.08
600061,国投资本,36.94,42.27
600062,华润双鹤,8.23,10.43
600063,皖维高新,19.26,19.26
600064,南京高科,12.36,12.36
600066,宇通客车,22.14,22.14
600067,冠城大通,14.92,14.92
600068,葛洲坝,46.05,46.05
600069,银鸽投资,16.24,16.24
600070,浙江富润,4.02,5.22
600071,凤凰光学,2.37,2.37
600072,中船科技,6.01,7.36
600073,上海梅林,9.38,9.38
600074,*ST保千,10.26,24.38
600075,新疆天业,8.32,9.73
600076,康欣新材,7.52,10.34
600077,宋都股份,13.4,13.4
600078,澄星股份,6.63,6.63
600079,人福医药,12.86,13.54
600080,金花股份,3.05,3.73
600081,东风科技,3.14,3.14
600082,海泰发展,6.34,6.46
600083,博信股份,2.28,2.3
600084,中葡股份,11.24,11.24
600085,同仁堂,13.71,13.71
600086,东方金钰,10.57,13.5
600088,中视传媒,3.98,3.98
600089,特变电工,37.14,37.15
600090,同济堂,7.03,14.4
600091,ST明科,3.37,4.37
600093,易见股份,11.22,11.22
600094,大名城,22.77,24.75
600095,哈高科,3.61,3.61
600096,云天化,11.22,13.21
600097,开创国际,2.03,2.41
600098,广州发展,27.26,27.26
600099,林海股份,2.19,2.19
600100,同方股份,29.64,29.64
600101,明星电力,3.24,3.24
600103,青山纸业,10.62,17.74
600104,上汽集团,115.03,116.83
600105,永鼎股份,12.28,12.53
600106,重庆路桥,10.98,10.98
600107,美尔雅,3.6,3.6
600108,亚盛集团,19.47,19.47
600109,国金证券,30.24,30.24
600110,诺德股份,11.5,11.5
600111,北方稀土,36.33,36.33
600112,天成控股,5.09,5.09
600113,浙江东日,3.19,3.19
600114,东睦股份,6.34,6.46
600115,东方航空,98.08,144.68
600116,三峡水利,9.93,9.93
600117,西宁特钢,7.41,10.45
600118,中国卫星,11.82,11.82
600119,长江投资,3.07,3.07
600120,浙江东方,6.65,8.74
600121,郑州煤电,10.15,10.15
600122,宏图高科,11.58,11.58
600123,兰花科创,11.42,11.42
600125,铁龙物流,13.06,13.06
600126,杭钢股份,12.05,33.77
600127,金健米业,6.42,6.42
600128,弘业股份,2.47,2.47
600129,太极集团,4.27,5.57
600130,波导股份,7.68,7.68
600131,岷江水电,4.08,5.04
600132,重庆啤酒,4.84,4.84
600133,东湖高新,5.38,7.26
600135,乐凯胶片,3.73,3.73
600136,当代明诚,3.44,4.87
600137,浪莎股份,0.97,0.97
600138,中青旅,7.24,7.24
600139,西部资源,6.62,6.62
600141,兴发集团,6.01,7.27
600143,金发科技,25.6,27.17
600145,*ST新亿,14.91,14.91
600146,商赢环球,2.0,4.7
600148,长春一东,1.42,1.42
600149,ST坊展,3.8,3.8
600150,*ST船舶,13.78,13.78
600151,航天机电,13.89,14.34
600152,维科技术,2.93,4.55
600153,建发股份,28.35,28.35
600155,华创阳安,11.28,17.4
600156,华升股份,4.02,4.02
600157,永泰能源,124.26,124.26
600158,中体产业,6.57,8.44
600159,大龙地产,8.3,8.3
600160,巨化股份,26.58,27.45
600161,天坛生物,8.71,8.71
600162,香江控股,23.74,33.99
600163,中闽能源,9.99,9.99
600165,新日恒力,6.85,6.85
600166,福田汽车,66.7,66.7
600167,联美控股,8.22,17.6
600168,武汉控股,7.1,7.1
600169,太原重工,25.64,25.64
600170,上海建工,84.87,89.04
600171,上海贝岭,6.74,7.0
600172,黄河旋风,11.69,14.76
600173,卧龙地产,7.25,7.28
600175,美都能源,24.51,35.76
600176,中国巨石,35.02,35.02
600177,雅戈尔,35.81,35.81
600178,东安动力,4.62,4.62
600179,安通控股,6.74,14.87
600180,瑞茂通,10.16,10.16
600182,S佳通,1.7,3.4
600183,生益科技,21.17,21.17
600184,光电股份,4.19,5.09
600185,格力地产,20.6,20.6
600186,莲花健康,10.62,10.62
600187,国中水务,14.56,16.54
600188,兖州煤业,29.6,49.12
600189,吉林森工,4.04,7.17
600190,锦州港,17.79,20.02
600191,华资实业,4.85,4.85
600192,长城电工,4.42,4.42
600193,*ST创兴,4.25,4.25
600195,中牧股份,6.02,6.02
600196,复星医药,19.1,25.63
600197,伊力特,4.41,4.41
600198,*ST大唐,8.75,8.82
600199,金种子酒,5.56,5.56
600200,江苏吴中,7.15,7.22
600201,生物股份,11.37,11.71
600202,*ST哈空,3.83,3.83
600203,福日电子,3.6,4.56
600206,有研新材,8.39,8.47
600207,安彩高科,6.9,8.63
600208,新湖中宝,85.98,85.99
600209,*ST罗顿,4.39,4.39
600210,紫江企业,15.17,15.17
600211,西藏药业,1.46,1.8
600212,江泉实业,5.12,5.12
600213,亚星客车,2.2,2.2
600215,长春经开,4.65,4.65
600216,浙江医药,9.47,9.66
600217,中再资环,13.19,13.89
600218,全柴动力,3.69,3.69
600219,南山铝业,70.88,92.51
600220,江苏阳光,17.83,17.83
600221,海航控股,164.36,168.06
600222,太龙药业,5.67,5.74
600223,鲁商置业,10.01,10.01
600225,天津松江,9.32,9.35
600226,瀚叶股份,19.93,31.39
600227,圣济堂,12.45,17.36
