ticker,secShortName,outstanding,totals
600228,ST昌九,2.41,2.41
600229,城市传媒,7.02,7.02
600230,沧州大化,4.12,4.12
600231,凌钢股份,17.69,27.71
600232,金鹰股份,3.65,3.65
600233,圆通速递,7.83,28.31
600234,ST山水,2.02,2.02
600235,民丰特纸,3.51,3.51
600236,桂冠电力,36.04,60.63
600237,铜峰电子,5.64,5.64
600238,*ST椰岛,4.45,4.48
600239,云南城投,16.06,16.06
600240,华业资本,14.24,14.24
600241,时代万恒,2.26,2.94
600242,中昌数据,3.04,4.57
600243,青海华鼎,2.37,4.39
600246,万通地产,12.17,20.54
600247,*ST成城,3.36,3.36
600248,延长化建,6.08,6.16
600249,两面针,5.5,5.5
600250,南纺股份,2.59,2.59
600251,冠农股份,7.85,7.85
600252,中恒集团,34.75,34.75
600255,梦舟股份,17.7,17.7
600256,广汇能源,67.37,67.37
600257,大湖股份,4.27,4.81
600258,首旅酒店,6.25,9.79
600259,广晟有色,2.62,3.02
600260,凯乐科技,6.28,7.09
600261,阳光照明,14.52,14.52
600262,北方股份,1.7,1.7
600265,ST景谷,1.3,1.3
600266,北京城建,15.67,15.67
600267,海正药业,9.66,9.66
600268,国电南自,6.35,6.95
600269,赣粤高速,23.35,23.35
600270,外运发展,9.05,9.05
600271,航天信息,18.47,18.63
600272,开开实业,1.6,2.43
600273,嘉化能源,14.14,14.33
600275,ST昌鱼,5.09,5.09
600276,恒瑞医药,36.62,36.82
600277,亿利洁能,26.74,27.39
600278,东方创业,5.22,5.22
600279,重庆港九,6.93,6.93
600280,中央商场,11.48,11.48
600281,太化股份,5.14,5.14
600282,南钢股份,38.86,44.19
600283,钱江水利,3.53,3.53
600284,浦东建设,9.7,9.7
600285,羚锐制药,5.35,5.92
600287,江苏舜天,4.37,4.37
600288,大恒科技,4.37,4.37
600289,*ST信通,5.66,6.31
600290,华仪电气,5.27,7.6
600291,西水股份,9.79,10.93
600292,远达环保,7.81,7.81
600293,三峡新材,5.17,11.62
600295,鄂尔多斯,6.12,10.32
600297,广汇汽车,71.51,82.18
600298,安琪酵母,8.24,8.24
600299,安迪苏,5.75,26.82
600300,维维股份,16.72,16.72
600301,ST南化,2.35,2.35
600302,标准股份,3.46,3.46
600303,曙光股份,6.2,6.76
600305,恒顺醋业,7.84,7.84
600306,商业城,1.77,1.78
600307,酒钢宏兴,62.63,62.63
600308,华泰股份,11.68,11.68
600309,万华化学,27.34,27.34
600310,桂东电力,8.28,8.28
600311,荣华实业,6.66,6.66
600312,平高电气,13.57,13.57
600313,农发种业,9.94,10.82
600315,上海家化,6.71,6.72
600316,洪都航空,7.17,7.17
600317,营口港,64.73,64.73
600318,新力金融,4.84,4.84
600319,亚星化学,3.16,3.16
600320,振华重工,33.22,52.68
600321,*ST正源,15.11,15.11
600322,天房发展,11.06,11.06
600323,瀚蓝环境,7.66,7.66
600325,华发股份,19.14,21.18
600326,西藏天路,8.65,8.65
600327,大东方,7.37,7.37
600328,兰太实业,4.38,4.38
600329,中新药业,5.66,7.69
600330,天通股份,9.97,9.97
600331,宏达股份,20.32,20.32
600332,白云山,10.71,16.26
600333,长春燃气,5.3,6.09
600335,国机汽车,10.3,10.3
600336,澳柯玛,7.32,7.77
600337,美克家居,14.59,17.75
600338,西藏珠峰,6.53,6.53
600339,中油工程,15.52,55.83
600340,华夏幸福,29.55,29.55
600343,航天动力,6.38,6.38
600345,长江通信,1.98,1.98
600346,恒力股份,9.19,50.53
600348,阳泉煤业,24.05,24.05
600350,山东高速,48.11,48.11
600351,亚宝药业,6.92,7.87
600352,浙江龙盛,32.53,32.53
600353,旭光股份,5.44,5.44
600354,敦煌种业,4.48,5.28
600355,精伦电子,4.92,4.92
600356,恒丰纸业,2.99,2.99
600358,国旅联合,4.32,5.05
600359,新农开发,3.82,3.82
600360,华微电子,7.38,7.52
600361,华联综超,6.66,6.66
600362,江西铜业,20.75,34.63
600363,联创光电,4.43,4.43
600365,通葡股份,4.0,4.0
600366,宁波韵升,9.88,10.03
600367,红星发展,2.91,2.98
600368,五洲交通,11.26,11.26
600369,西南证券,56.45,56.45
600370,三房巷,7.97,7.97
600371,万向德农,2.25,2.25
600372,中航电子,17.59,17.59
600373,中文传媒,13.78,13.78
600375,华菱星马,5.56,5.56
600376,首开股份,25.46,25.8
600377,宁沪高速,37.98,50.38
600378,天科股份,2.97,2.97
600379,宝光股份,2.36,2.36
600380,健康元,15.72,15.73
600381,青海春天,5.83,5.88
600382,广东明珠,3.42,4.67
600383,金地集团,45.15,45.15
600385,山东金泰,1.43,1.48
600386,北巴传媒,8.06,8.06
600387,海越能源,3.86,4.66
600388,龙净环保,10.69,10.69
600389,江山股份,2.97,2.97
600390,五矿资本,5.14,37.48
600391,航发科技,3.3,3.3
600392,盛和资源,13.96,17.55
600393,粤泰股份,9.88,25.36
600395,盘江股份,16.55,16.55
600396,金山股份,11.65,14.73
600397,*ST安煤,9.9,9.9
600398,海澜之家,44.93,44.93
600399,*ST抚钢,11.3,13.0
600400,红豆股份,24.96,25.33
600401,*ST海润,47.25,47.25
600403,大有能源,23.91,23.91
600405,动力源,5.53,5.62
600406,国电南瑞,22.06,45.84
600408,*ST安泰,10.07,10.07
600409,三友化工,20.37,20.64
600410,华胜天成,10.95,11.02
600415,小商品城,54.43,54.43
600416,湘电股份,8.81,9.46
600418,江淮汽车,18.93,18.93
600419,天润乳业,2.07,2.07
600420,现代制药,5.75,10.56
600421,ST仰帆,1.96,1.96
600422,昆药集团,6.76,7.86
600423,*ST柳化,3.99,3.99
600425,青松建化,13.79,13.79
600426,华鲁恒升,16.15,16.2
600428,中远海特,16.9,21.47
600429,三元股份,8.85,14.98
600433,冠豪高新,12.71,12.71
600435,北方导航,14.89,14.89
600436,片仔癀,6.03,6.03
600438,通威股份,27.82,38.82
600439,瑞贝卡,11.32,11.32
600444,国机通用,1.05,1.46
600446,金证股份,8.35,8.53
600448,华纺股份,4.22,5.25
600449,宁夏建材,4.78,4.78
600452,涪陵电力,2.24,2.24
600455,博通股份,0.62,0.62
600456,宝钛股份,4.3,4.3
600458,时代新材,6.61,8.03
600459,贵研铂业,3.39,3.39
600460,士兰微,12.47,13.12
600461,洪城水业,5.94,7.9
600462,九有股份,5.34,5.34
600463,空港股份,3.0,3.0
600466,蓝光发展,29.73,29.84
600467,好当家,14.61,14.61
600468,百利电气,7.98,8.11
600469,风神股份,5.62,5.62
600470,六国化工,5.22,5.22
600475,华光股份,1.4,5.59
600476,湘邮科技,1.61,1.61
600477,杭萧钢构,16.38,17.87
600478,科力远,13.91,14.7
600479,千金药业,4.19,4.19
600480,凌云股份,3.62,4.55
600481,双良节能,16.2,16.36
600482,中国动力,9.09,17.34
600483,福能股份,12.58,15.52
600485,信威集团,18.13,29.24
600486,扬农化工,3.1,3.1
600487,亨通光电,18.6,19.04
600488,天药股份,9.69,10.92
600489,中金黄金,34.51,34.51
600490,鹏欣资源,14.87,21.12
600491,龙元建设,9.48,15.3
600493,凤竹纺织,2.72,2.72
600495,晋西车轴,12.08,12.08
600496,精工钢构,15.1,18.1
600497,驰宏锌锗,43.1,50.91
600498,烽火通信,10.32,11.14
600499,科达洁能,14.11,15.77
600500,中化国际,20.83,20.83
600501,航天晨光,4.21,4.21
600502,安徽水利,9.11,17.21
600503,华丽家族,16.02,16.02
600505,西昌电力,3.65,3.65
600506,香梨股份,1.48,1.48
600507,方大特钢,13.26,14.5
600508,上海能源,7.23,7.23
600509,天富能源,9.06,11.51
600510,黑牡丹,7.96,10.47
600511,国药股份,2.78,7.67
600512,腾达建设,15.37,15.99
600513,联环药业,2.85,2.85
600515,海航基础,16.58,39.08
600516,方大炭素,17.19,17.89
600517,置信电气,12.45,13.56
600518,康美药业,44.03,49.74
600519,贵州茅台,12.56,12.56
600520,文一科技,1.58,1.58
600521,华海药业,12.36,12.51
600522,中天科技,27.31,30.66
600523,贵航股份,4.04,4.04
600525,长园集团,13.06,13.25
600526,菲达环保,5.47,5.47
600527,江南高纤,12.03,14.43
600528,中铁工业,18.38,22.22
600529,山东药玻,3.6,4.25
600530,交大昂立,7.8,7.8
600531,豫光金铅,10.9,10.9
600532,宏达矿业,5.16,5.16
600533,栖霞建设,10.5,10.5
600535,天士力,15.13,15.13
600536,中国软件,4.95,4.95
600537,亿晶光电,11.76,11.76
600538,国发股份,4.64,4.64
600539,*ST狮头,2.3,2.3
600540,新赛股份,4.71,4.71
600543,莫高股份,3.21,3.21
600545,卓郎智能,6.76,18.95
600546,山煤国际,19.82,19.82
600547,山东黄金,14.52,18.57
600548,深高速,14.33,21.81
600549,厦门钨业,14.06,14.13
600550,保变电气,15.35,18.42
600551,时代出版,5.06,5.06
600552,凯盛科技,7.41,7.67
600555,海航创新,9.74,13.04
600556,ST慧球,3.95,3.95
600557,康缘药业,5.99,6.16
600558,大西洋,8.98,8.98
600559,老白干酒,4.9,6.66
600560,金自天正,2.24,2.24
600561,江西长运,2.37,2.37
600562,国睿科技,6.02,6.22
600563,法拉电子,2.25,2.25
600565,迪马股份,23.69,24.14
600566,济川药业,8.14,8.14
600567,山鹰纸业,45.71,45.71
600568,中珠医疗,15.65,19.93
600569,安阳钢铁,23.94,23.94
600570,恒生电子,6.18,6.18
600571,信雅达,4.24,4.4
600572,康恩贝,25.04,26.67
600573,惠泉啤酒,2.5,2.5
600575,皖江物流,31.25,38.86
600576,祥源文化,4.8,6.48
600577,精达股份,19.55,19.55
600578,京能电力,53.35,67.47
600579,天华院,4.11,4.11
600580,卧龙电气,11.11,12.93
600581,八一钢铁,15.33,15.33
600582,天地科技,41.39,41.39
600583,海油工程,44.21,44.21
600584,长电科技,9.85,16.03
600585,海螺水泥,40.0,52.99
600586,金晶科技,14.44,14.58
600587,新华医疗,4.03,4.06
600588,用友网络,18.83,18.99
600589,广东榕泰,6.62,7.05
600590,泰豪科技,8.13,8.66
600592,龙溪股份,4.0,4.0
600593,大连圣亚,1.29,1.29
600594,益佰制药,7.92,7.92
600595,中孚实业,17.42,19.61
600596,新安股份,6.87,7.06
600597,光明乳业,12.24,12.24
600598,北大荒,17.78,17.78
600599,熊猫金控,1.66,1.66
600600,青岛啤酒,6.96,13.51
600601,方正科技,21.95,21.95
600602,云赛智联,8.8,13.68
600603,广汇物流,5.04,12.54
600604,市北高新,13.34,18.73
600605,汇通能源,1.47,1.47
600606,绿地控股,121.68,121.68
600608,ST沪科,3.18,3.29
600609,金杯汽车,10.93,10.93
600610,*ST毅达,3.76,10.71
600611,大众交通,15.63,23.64
600612,老凤祥,3.17,5.23
600613,神奇制药,4.79,5.34
600614,鹏起科技,12.91,17.53
600615,丰华股份,1.88,1.88
600616,金枫酒业,5.15,5.15
600617,国新能源,8.98,10.85
600618,氯碱化工,7.5,11.56
600619,海立股份,5.82,8.66
600620,天宸股份,6.87,6.87
600621,华鑫股份,5.35,10.61
600622,光大嘉宝,8.69,11.54
600623,华谊集团,18.74,21.17
600624,复旦复华,6.85,6.85
600626,申达股份,7.1,7.1
600628,新世界,5.32,6.47
600629,华建集团,3.62,4.32
600630,龙头股份,4.25,4.25
600633,浙数文化,12.9,13.02
600634,*ST富控,5.76,5.76
600635,大众公用,24.19,29.52
600636,三爱富,4.47,4.47
600637,东方明珠,34.15,34.34
600638,新黄浦,6.73,6.73
600639,浦东金桥,8.5,11.22
600640,号百控股,5.89,7.96
600641,万业企业,8.06,8.06
600642,申能股份,45.52,45.52
600643,爱建集团,14.34,16.22
600644,乐山电力,5.38,5.38
600645,中源协和,3.84,4.4
600647,同达创业,1.39,1.39
600648,外高桥,9.35,11.35
600649,城投控股,24.21,25.3
600650,锦江投资,3.91,5.52
600651,飞乐音响,9.85,9.91
600652,游久游戏,8.33,8.33
600653,申华控股,17.46,19.46
600654,ST中安,7.55,12.83
600655,豫园股份,14.37,38.76
600657,信达地产,15.24,28.52
600658,电子城,11.19,11.19
600660,福耀玻璃,20.03,25.09
600661,新南洋,2.59,2.87
600662,强生控股,10.53,10.53
600663,陆家嘴,24.45,33.62
600664,哈药股份,24.93,25.45
600665,天地源,8.64,8.64
600666,奥瑞德,7.95,12.27
600667,太极实业,11.91,21.06
600668,尖峰集团,3.44,3.44
600671,天目药业,1.22,1.22
600673,东阳光科,24.59,30.14
600674,川投能源,44.02,44.02
600675,中华企业,18.67,47.07
600676,交运股份,9.62,10.28
600677,航天通信,4.16,5.22
600678,四川金顶,3.49,3.49
600679,上海凤凰,1.91,4.02
600680,*ST上普,2.57,3.82
600681,百川能源,3.27,10.32
600682,南京新百,9.73,12.93
600683,京投发展,7.41,7.41
600684,珠江实业,8.53,8.53
600685,中船防务,8.21,14.14
600686,金龙汽车,6.07,6.07
600687,刚泰控股,10.79,14.89
600688,上海石化,73.29,108.24
600689,上海三毛,1.52,2.01
600690,青岛海尔,60.97,60.97
600691,阳煤化工,17.56,17.57
600692,亚通股份,2.55,3.52
600693,东百集团,8.97,8.98
600694,大商股份,2.94,2.94
600695,绿庭投资,3.66,7.11
600696,ST岩石,3.41,3.41
600697,欧亚集团,1.55,1.59
600698,湖南天雁,7.37,9.72
600699,均胜电子,9.49,9.49
600701,*ST工新,7.76,10.35
600702,舍得酒业,3.37,3.37
600703,三安光电,40.78,40.78
600704,物产中大,13.38,43.07
600705,中航资本,76.19,89.76
600706,曲江文旅,1.78,1.8
600707,彩虹股份,7.36,35.88
600708,光明地产,12.86,22.29
600710,苏美达,6.4,13.07
600711,盛屯矿业,14.97,18.31
600712,南宁百货,5.38,5.45
600713,南京医药,8.97,10.42
600714,金瑞矿业,2.88,2.88
600715,文投控股,12.84,18.55
600716,凤凰股份,9.1,9.36
600717,天津港,16.75,16.75
600718,东软集团,12.37,12.43
600719,大连热电,4.05,4.05
600720,祁连山,7.76,7.76
600721,百花村,3.03,4.0
600722,金牛化工,6.8,6.8
600723,首商股份,6.58,6.58
600724,宁波富达,14.45,14.45
600725,ST云维,12.32,12.32
600726,华电能源,15.35,19.67
600727,鲁北化工,3.51,3.51
600728,佳都科技,13.84,16.19
600729,重庆百货,4.06,4.07
600730,中国高科,5.87,5.87
600731,湖南海利,3.27,3.55
600732,ST新梅,4.46,4.46
600733,S蓝谷,1.13,9.59
600734,实达集团,3.55,6.24
600735,新华锦,3.76,3.76
600736,苏州高新,11.94,11.94
600737,中粮糖业,20.52,20.52
600738,兰州民百,4.21,7.83
600739,辽宁成大,15.3,15.3
600740,山西焦化,6.57,14.32
600741,华域汽车,28.67,31.53
600742,一汽富维,5.08,5.08
600743,华远地产,23.46,23.46
600744,华银电力,8.28,17.81
600745,闻泰科技,4.83,6.37
600746,江苏索普,3.05,3.06
600747,ST大控,10.64,14.64
600748,上实发展,14.08,18.45
600749,*ST藏旅,1.89,2.27
600750,江中药业,4.2,4.2
600751,海航科技,25.73,28.99
600753,东方银星,1.28,1.28
600754,锦江股份,6.49,9.58
600755,厦门国贸,18.16,18.16
600756,浪潮软件,3.24,3.24
600757,长江传媒,12.13,12.14
600758,红阳能源,6.76,13.31
600759,洲际油气,22.58,22.64
600760,中航沈飞,3.45,13.97
600761,安徽合力,7.4,7.4
600763,通策医疗,3.21,3.21
600764,中国海防,3.3,3.96
600765,中航重机,7.78,7.78
600766,园城黄金,2.24,2.24
600767,ST运盛,3.41,3.41
600768,宁波富邦,1.34,1.34
600769,祥龙电业,3.75,3.75
600770,综艺股份,13.0,13.0
600771,广誉远,3.02,3.53
600773,西藏城投,7.29,8.2
600774,汉商集团,2.27,2.27
600775,南京熊猫,6.72,9.14
600776,东方通信,9.56,12.56
600777,新潮能源,23.77,68.0
600778,*ST友好,3.11,3.11
600779,水井坊,4.89,4.89
600780,通宝能源,11.47,11.47
600781,辅仁药业,1.78,6.27
600782,新钢股份,27.87,31.89
600783,鲁信创投,7.44,7.44
600784,鲁银投资,5.68,5.68
600785,新华百货,2.26,2.26
600787,中储股份,18.6,22.0
600789,鲁抗医药,5.82,6.77
600790,轻纺城,14.66,14.66
600791,京能置业,4.52,4.53
600792,云煤能源,9.9,9.9
600793,宜宾纸业,1.05,1.05
600794,保税科技,11.92,12.12
600795,国电电力,196.5,196.5
600796,钱江生化,3.01,3.01
600797,浙大网新,8.4,10.55
600798,宁波海运,10.31,10.31
600800,天津磁卡,6.11,6.11
600801,华新水泥,9.73,14.98
600802,福建水泥,3.82,3.82
600803,新奥股份,12.29,12.29
600804,鹏博士,14.32,14.32
600805,悦达投资,8.5,8.51
600807,*ST天业,7.87,8.85
600808,马钢股份,59.68,77.01
600809,山西汾酒,8.66,8.66
600810,神马股份,4.42,4.42
600811,东方集团,32.73,37.15
600812,华北制药,16.31,16.31
600814,杭州解百,7.15,7.15
600815,厦工股份,9.59,9.59
600816,安信信托,46.73,54.69
600817,ST宏盛,1.56,1.61
600818,中路股份,2.38,3.21
600819,耀皮玻璃,7.47,9.35
600820,隧道股份,31.44,31.44
600821,津劝业,4.16,4.16
600822,上海物贸,3.96,4.96
600823,世茂股份,37.51,37.51
600824,益民集团,10.54,10.54
600825,新华传媒,10.45,10.45
600826,兰生股份,4.21,4.21
600827,百联股份,15.43,17.84
600828,茂业商业,6.49,17.32
600829,人民同泰,5.8,5.8
600830,香溢融通,4.54,4.54
600831,广电网络,5.63,6.05
600833,第一医药,2.23,2.23
600834,申通地铁,4.77,4.77
600835,上海机电,8.07,10.23
600836,界龙实业,6.63,6.63
600837,海通证券,80.92,115.02
600838,上海九百,4.01,4.01
600839,四川长虹,46.14,46.16
600841,上柴股份,5.22,8.67
600843,上工申贝,3.05,5.49
600844,丹化科技,8.23,10.17
600845,宝信软件,6.1,8.77
600846,同济科技,6.25,6.25
600847,万里股份,1.53,1.53
600848,上海临港,4.0,11.2
600850,华东电脑,4.23,4.23
600851,海欣股份,7.38,12.07
600853,龙建股份,5.37,6.44
600854,春兰股份,5.19,5.19
600855,航天长峰,3.3,3.52
600856,中天能源,13.43,13.67
600857,宁波中百,2.24,2.24
600858,银座股份,5.18,5.2
600859,王府井,3.05,7.76
600860,京城股份,3.22,4.22
600861,北京城乡,3.17,3.17
600862,中航高科,7.91,13.93
600863,内蒙华电,58.08,58.08
600864,哈投股份,15.78,21.09
600865,百大集团,3.76,3.76
600866,星湖科技,6.45,6.45
600867,通化东宝,19.73,20.54
600868,梅雁吉祥,18.98,18.98
600869,智慧能源,21.78,22.19
600870,*ST厦华,5.23,5.23
600871,*ST油服,120.43,189.84
600872,中炬高新,7.97,7.97
600873,梅花生物,30.74,31.08
600874,创业环保,10.87,14.27
600875,东方电气,19.97,30.91
600876,洛阳玻璃,2.62,5.6
600877,ST嘉陵,6.87,6.87
600879,航天电子,24.13,27.19
600880,博瑞传播,7.32,10.93
600881,亚泰集团,32.23,32.49
600882,广泽股份,4.03,4.11
600883,博闻科技,2.36,2.36
600884,杉杉股份,8.22,11.23
600885,宏发股份,7.45,7.45
600886,国投电力,67.86,67.86
600887,伊利股份,60.33,60.78
600888,新疆众和,8.34,8.62
600889,南京化纤,3.07,3.66
600890,中房股份,5.79,5.79
600891,秋林集团,3.84,6.18
600892,大晟文化,2.52,5.59
600893,航发动力,19.48,22.5
600894,广日股份,8.6,8.6
600895,张江高科,15.49,15.49
600896,*ST海投,5.77,8.69
600897,厦门空港,2.98,2.98
600898,国美通讯,2.53,2.53
600900,长江电力,115.06,220.0
600901,江苏租赁,6.4,29.87
600903,贵州燃气,1.22,8.13
600908,无锡银行,8.04,18.48
600909,华安证券,27.02,36.21
600917,重庆燃气,15.56,15.56
600919,江苏银行,60.08,115.44
600926,杭州银行,20.81,51.3
600929,湖南盐业,1.5,9.18
600933,爱柯迪,1.38,8.45
600936,广西广电,11.96,16.71
600939,重庆建工,4.1,18.15
600958,东方证券,51.88,69.94
600959,江苏有线,38.85,38.85
600960,渤海汽车,6.8,9.51
600961,株冶集团,5.27,5.27
600962,国投中鲁,2.54,2.62
600963,岳阳林纸,10.43,13.98
600965,福成股份,8.19,8.19
600966,博汇纸业,13.37,13.37
600967,内蒙一机,9.6,16.9
600969,郴电国际,3.7,3.7
600970,中材国际,16.83,17.54
600971,恒源煤电,10.0,10.0
600973,宝胜股份,8.95,12.22
600975,新五丰,6.53,6.53
600976,健民集团,1.53,1.53
600977,中国电影,5.65,18.67
600978,宜华生活,14.83,14.83
600979,广安爱众,7.18,9.48
600980,北矿科技,1.43,1.52
600981,汇鸿集团,2.42,22.42
600982,宁波热电,7.47,7.47
600983,惠而浦,5.33,7.66
600984,建设机械,7.0,8.28
600985,雷鸣科化,2.63,21.12
600986,科达股份,10.33,13.26
600987,航民股份,6.35,6.35
600988,赤峰黄金,14.26,14.26
600990,四创电子,1.37,1.59
600992,贵绳股份,2.45,2.45
600993,马应龙,4.3,4.31
600995,文山电力,4.79,4.79
600996,贵广网络,2.98,10.43
600997,开滦股份,12.35,15.88
600998,九州通,16.6,18.78
600999,招商证券,49.04,66.99
601000,唐山港,55.74,59.26
601001,大同煤业,16.74,16.74
601002,晋亿实业,7.93,7.93
601003,柳钢股份,25.63,25.63
601005,重庆钢铁,83.8,89.19
601006,大秦铁路,148.67,148.67
601007,金陵饭店,3.0,3.0
601008,连云港,10.15,10.15
601009,南京银行,84.82,84.82
601010,文峰股份,18.48,18.48
601011,宝泰隆,13.68,16.11
601012,隆基股份,27.66,27.92
601015,陕西黑猫,9.3,12.54
601016,节能风电,41.56,41.56
601018,宁波港,128.0,131.73
601019,山东出版,2.67,20.87
601020,华钰矿业,2.84,5.26
601021,春秋航空,8.0,9.17
601028,玉龙股份,7.83,7.83
601038,一拖股份,5.94,9.86
601058,赛轮金宇,22.94,27.01
601066,中信建投,4.0,76.46
601068,中铝国际,2.96,29.59
601069,西部黄金,6.36,6.36
601086,国芳集团,1.6,6.66
601088,中国神华,164.91,198.9
601098,中南传媒,17.96,17.96
601099,太平洋,64.79,68.16
601100,恒立液压,8.82,8.82
601101,昊华能源,12.0,12.0
601106,中国一重,65.38,68.58
601107,四川成渝,21.63,30.58
601108,财通证券,3.59,35.89
601111,中国国航,94.49,145.25
601113,华鼎股份,6.4,11.14
601116,三江购物,4.11,5.48
601117,中国化学,49.33,49.33
601118,海南橡胶,39.31,42.79
601126,四方股份,8.13,8.13
601127,小康股份,1.8,9.09
601128,常熟银行,9.97,22.23
601137,博威合金,5.64,6.27
601138,工业富联,11.18,196.95
601139,深圳燃气,28.55,28.78
601155,新城控股,7.19,22.57
601158,重庆水务,48.0,48.0
601163,三角轮胎,2.8,8.0
601166,兴业银行,190.52,207.74
601168,西部矿业,23.83,23.83
601169,北京银行,182.48,211.43
601177,杭齿前进,4.0,4.0
601179,中国西电,51.26,51.26
601186,中国铁建,115.03,135.8
601188,龙江交通,13.16,13.16
601198,东兴证券,27.58,27.58
601199,江南水务,9.35,9.35
601200,上海环境,6.72,7.03
601208,东材科技,6.27,6.27
601211,国泰君安,75.16,87.14
601212,白银有色,19.65,69.73
601216,君正集团,84.38,84.38
601218,吉鑫科技,9.92,9.92
601222,林洋能源,17.49,17.65
601225,陕西煤业,100.0,100.0
601226,华电重工,11.55,11.55
601228,广州港,14.43,61.93
601229,上海银行,51.96,109.28
601231,环旭电子,21.76,21.76
601233,桐昆股份,16.87,18.22
601238,广汽集团,60.61,102.15
601258,庞大集团,65.38,65.38
601288,农业银行,2940.55,3499.83
601311,骆驼股份,8.48,8.48
601318,中国平安,108.33,182.8
601326,秦港股份,16.53,55.87
601328,交通银行,392.51,742.63
601330,绿色动力,1.16,11.61
601333,广深铁路,56.52,70.84
601336,新华保险,20.85,31.2
601339,百隆东方,15.0,15.0
601360,三六零,3.97,67.64
601366,利群股份,4.75,8.61
601368,绿城水务,7.36,7.36
601369,陕鼓动力,16.39,16.39
601375,中原证券,18.03,38.69
601377,兴业证券,66.97,66.97
601388,怡球资源,20.25,20.25
601390,中国中铁,186.36,228.44
601398,工商银行,2696.12,3564.06
601500,通用股份,1.75,7.27
601515,东风股份,11.12,11.12
601518,吉林高速,12.13,13.5
601519,大智慧,19.88,19.88
601555,东吴证券,28.91,30.0
601558,ST锐电,57.07,60.31
601566,九牧王,5.75,5.75
601567,三星医疗,14.18,14.27
601577,长沙银行,0.0,0.0
601579,会稽山,4.0,4.97
601588,北辰实业,26.6,33.67
601595,上海电影,1.06,3.74
601599,鹿港文化,8.73,8.94
601600,中国铝业,109.6,149.04
601601,中国太保,62.87,90.62
601606,长城军工,1.48,7.24
601607,上海医药,19.23,28.42
601608,中信重工,43.0,43.39
601611,中国核建,9.62,26.25
601616,广电电气,9.36,9.36
601618,中国中冶,178.53,207.24
601619,嘉泽新能,5.04,19.33
601628,中国人寿,208.24,282.65
601633,长城汽车,60.28,91.27
601636,旗滨集团,25.77,26.89
601666,平煤股份,23.61,23.61
601668,中国建筑,416.24,419.85
601669,中国电建,111.44,152.99
601677,明泰铝业,4.98,5.9
601678,滨化股份,15.44,15.44
601688,华泰证券,54.44,82.52
601689,拓普集团,2.45,7.28
601699,潞安环能,29.91,29.91
601700,风范股份,11.33,11.33
601717,郑煤机,14.83,17.32
601718,际华集团,43.92,43.92
601727,上海电气,98.51,147.25
601766,中国中车,229.18,286.99
601777,力帆股份,12.37,13.07
601788,光大证券,39.07,46.11
601789,宁波建工,9.76,9.76
601798,*ST蓝科,3.55,3.55
601799,星宇股份,2.76,2.76
601800,中国交建,117.47,161.75
601801,皖新传媒,19.89,19.89
601808,中海油服,29.6,47.72
601811,新华文轩,1.99,12.34
601818,光大银行,398.1,524.89
601828,美凯龙,3.15,39.39
601838,成都银行,3.61,36.12
601857,中国石油,1619.22,1830.21
601858,中国科传,1.91,7.91
601866,中远海发,79.32,116.83
601869,长飞光纤,0.76,7.58
601872,招商轮船,47.21,60.67
601877,正泰电器,17.37,21.51
601878,浙商证券,12.09,33.33
601880,大连港,77.36,128.95
601881,中国银河,12.29,101.37
601882,海天精工,1.26,5.22
601886,江河集团,9.41,11.54
601888,中国国旅,19.52,19.52
601890,亚星锚链,9.59,9.59
601898,中煤能源,91.52,132.59
601899,紫金矿业,168.76,230.31
601900,南方传媒,1.76,8.96
601901,方正证券,82.32,82.32
601908,京运通,19.93,19.95
601918,新集能源,25.91,25.91
601919,中远海控,76.36,102.16
601928,凤凰传媒,25.45,25.45
601929,吉视传媒,31.11,31.11
601933,永辉超市,81.35,95.7
601939,建设银行,95.94,2500.11
601949,中国出版,4.01,18.23
601952,苏垦农发,4.09,13.78
601958,金钼股份,32.27,32.27
601965,中国汽研,9.61,9.7
601966,玲珑轮胎,3.94,12.0
601968,宝钢包装,8.33,8.33
601969,海南矿业,19.55,19.55
601985,中国核电,155.65,155.65
601988,中国银行,2107.66,2943.88
601989,中国重工,183.62,228.8
601990,南京证券,2.75,27.49
601991,大唐发电,99.94,185.07
601992,金隅集团,81.45,106.78
601996,丰林集团,9.45,9.58
601997,贵阳银行,12.39,22.99
601998,中信银行,319.05,489.35
601999,出版传媒,5.51,5.51
603000,人民网,11.06,11.06
603001,奥康国际,4.01,4.01
603002,宏昌电子,6.1,6.14
603003,龙宇燃油,4.41,4.41
603005,晶方科技,1.75,2.34
603006,联明股份,0.71,1.92
603007,花王股份,1.94,3.41
603008,喜临门,3.2,3.95
603009,北特科技,3.21,3.59
603010,万盛股份,2.2,2.5
603011,合锻智能,4.12,4.53
603012,创力集团,6.37,6.37
603013,亚普股份,0.6,5.1
603015,弘讯科技,4.02,4.07
603016,新宏泰,0.7,1.48
603017,中衡设计,2.75,2.75
603018,中设集团,3.09,3.14
603019,中科曙光,6.43,6.43
603020,爱普股份,3.2,3.2
603021,山东华鹏,3.16,3.2
603022,新通联,2.0,2.0
603023,威帝股份,3.6,3.6
603025,大豪科技,9.1,9.22
603026,石大胜华,2.03,2.03
603027,千禾味业,1.33,3.26
603028,赛福天,1.16,2.21
603029,天鹅股份,0.37,0.93
603030,全筑股份,5.34,5.38
